1116550106	4	0	33	195
1116550109	4	1	34	295
1116550112	4	1	35	360
1116550115	4	1	25	105
1116550118	4	1	15	195
1116550121	4	1	24	295
1116550701	4	1	17	135
1116550705	3	1	20	105
1116550708	3	0	11	295
1116550711	4	1	52	360
1116550717	2	1	23	105
1116550801	5	1	12	165
1116550804	4	1	30	225
1116550807	3	1	13	165
1116550813	2	1	26	195
1116551001	5	0	18	165
1116551004	3	1	55	225
1116551011	6	0	30	195
1116551014	3	0	22	225
1116551017	4	1	30	255
1116551303	4	0	8	25
1116551306	4	1	25	165
1116551309	4	1	21	135
1116551312	3	1	25	255
1116551315	3	1	25	295
1116551321	4	0	25	225
1116551324	3	1	25	225
1116551403	4	1	16	225
1116551406	5	2	23	105
1116551409	3	0	23	105
1116551412	5	1	37	295
1116551418	3	1	25	255
1116551502	5	1	34	105
1116551505	3	1	30	135
1116551508	3	1	32	225
1116551511	4	1	10	165
1116551514	5	1	100	295
1116551517	6	1	73	500
1116552201	4	1	10	135
1116552204	2	0	25	105
1116552207	4	0	19	225
1116552210	4	1	21	165
1116552213	4	0	15	105
1116552503	4	1	20	360
1116552506	2	0	16	295
1116552509	4	1	28	195
1116552512	4	2	29	500
1116552515	4	1	15	165
1116552518	2	1	20	105
1116552521	4	0	20	105
1116552803	4	1	25	135
1116552806	4	1	17	165
1116552809	4	0	17	195
1116552812	3	2	41	360
1116552818	3	0	23	165
1116552821	3	1	25	195
1116552824	4	2	17	135
1116559003	3	1	20	195
1116559006	3	1	25	165
1116560103	4	1	52	165
1116560112	4	3	30	500
1116560115	4	1	10	195
1116560118	3	2	27	195
1116560121	4	0	40	105
1116560124	1	1	10	295
1116560127	4	1	15	500
1116560130	2	0	10	165
1116560136	3	1	51	195
1116560403	4	1	25	195
1116560406	4	1	25	135
1116560409	4	1	36	500
1116560412	4	0	31	255
1116560415	2	0	13	360
1116560418	4	1	11	135
1116560803	4	0	13	255
1116560806	5	1	25	225
1116560809	4	1	12	165
1116560812	4	1	24	195
1116561103	4	1	30	500
1116561106	2	1	82	225
1116561110	2	1	25	165
1116561403	3	1	44	195
1116561406	4	1	28	360
1116561409	5	2	29	255
1116561412	2	1	23	500
1116561415	6	0	44	225
1116561418	4	1	29	195
1116561421	2	0	44	135
1116561424	5	1	29	255
1116561701	3	1	15	295
1116561707	2	1	14	105
1116562102	4	1	23	295
1116562105	4	1	24	135
1116562111	4	0	17	135
1116562114	3	1	13	135
1116562120	5	1	28	195
1116562123	4	1	10	105
1116562129	5	1	90	500
1116562132	4	1	17	225
1116569003	5	1	32	255
1116569006	6	1	24	225
1116570103	4	1	26	500
1116570106	4	1	25	165
1116570109	3	1	18	295
1116570112	4	2	35	360
1116570115	4	2	36	195
1116570118	3	0	25	105
1116570124	4	4	26	295
1116570127	3	1	25	165
1116570133	4	1	35	105
1116570406	2	1	20	255
1116570409	4	1	15	165
1116570412	3	1	37	195
1116570605	4	1	12	135
1116570608	3	0	20	105
1116570611	5	1	28	135
1116570617	6	1	16	195
1116570620	4	1	18	105
1116570701	4	1	13	105
1116570704	3	1	22	165
1116570707	4	4	35	360
1116571201	3	0	10	105
1116571204	4	0	20	105
1116571207	4	1	20	255
1116572005	4	1	28	165
1116572014	4	1	13	225
1116572017	4	2	24	135
1116580106	1	1	19	135
1116580109	3	1	19	135
1116580112	2	0	24	195
1116580502	4	0	19	195
1116580505	5	1	23	225
1116580508	3	1	32	295
1116580511	4	1	30	195
1116580514	5	2	25	225
1116580517	5	0	30	135
1116580520	4	2	22	255
1116580523	1	1	30	105
1116580903	5	2	17	195
1116580906	4	1	28	105
1116580912	4	2	24	165
1116581203	4	1	24	135
1116581209	5	0	15	105
1116581212	4	1	13	165
1116581215	4	0	18	295
1116581218	3	0	11	225
1116581603	4	1	20	135
1116581606	5	0	32	165
1116581609	3	1	12	135
1116581612	4	0	25	165
1116581615	3	1	21	165
1116589003	4	0	18	195
1116589006	4	1	61	360
1116599002	2	0	30	135
1116599003	5	2	25	165
1116599006	3	1	24	135
1116599008	2	0	23	500
1116599014	5	2	17	135
1116599017	2	1	12	165
1116599020	4	1	30	295
1116599023	4	1	28	225
1116599026	4	0	23	105
1116599029	5	1	26	255
1116599032	4	1	30	500
1116599035	4	1	14	195
1116599038	4	1	22	295
1116599041	4	0	12	105
1116599044	3	1	11	105
1116599047	5	0	24	25
1116599051	4	2	10	25
1116599058	5	1	38	195
1116599061	5	1	18	135
1116599064	4	0	18	295
1116599067	2	0	18	360
1116599070	4	1	40	225
1116599073	4	2	20	165
1116599076	5	1	20	105
1116599079	3	1	32	195
1116599082	5	0	40	195
1116599085	2	0	24	105
1116599088	3	1	11	135
1116599095	4	1	24	195
1116599098	4	1	28	255
1116599102	3	0	25	195
1116599105	5	2	12	195
1116599111	4	1	15	195
1116599114	4	0	11	105
1116599117	3	1	12	135
1116599120	8	1	25	500
1116599123	6	1	45	225
1116599126	4	1	17	105
1116599132	3	0	10	105
1116600103	4	1	22	295
1116600106	4	1	22	255
1116600109	4	1	21	135
1116600201	4	1	15	135
1116600204	5	0	24	500
1116600207	2	1	47	195
1116600210	4	2	24	165
1116600402	4	1	44	165
1116600405	4	2	30	255
1116600502	4	1	32	295
1116600505	4	1	17	295
1116600508	5	0	13	135
1116600603	1	1	20	195
1116600606	1	0	35	195
1116600609	5	1	32	165
1116600702	4	1	22	195
1116600705	4	1	15	225
1116600801	4	1	28	360
1116600804	4	1	28	500
1116600907	8	2	50	500
1116601003	4	1	25	105
1116601103	1	1	20	135
1116601106	2	1	20	105
1116601109	3	1	73	135
1116601201	5	1	50	295
1116601204	4	0	20	135
1116601207	5	1	55	195
1116601301	3	1	30	295
1116601304	4	1	17	195
1116601403	4	1	49	255
1116601501	3	2	20	295
1116601603	3	1	20	195
1116601606	4	1	32	195
1116601701	4	1	17	500
1116601704	4	0	17	255
1116601707	5	1	17	295
1116601801	5	1	24	255
1116601804	4	1	24	295
1116601807	4	1	24	500
1116601810	2	1	20	195
1116601902	4	1	31	255
1116601905	4	1	17	135
1116601908	4	1	24	195
1116601911	3	1	20	500
1116602003	4	1	20	195
1116602009	4	1	17	195
1116602103	5	1	31	225
1116602202	2	0	13	25
1116602205	3	1	13	105
1116602208	4	1	13	195
1116602301	3	1	13	165
1116602304	4	1	13	135
1116602307	4	1	13	255
1116602401	4	1	13	195
1116602404	2	0	13	195
1116602602	4	1	13	135
1116602605	5	1	13	135
1116602608	4	1	13	135
1116609003	4	1	43	255
1116609006	4	1	18	255
1116609009	4	1	20	135
1116609012	3	1	20	360
1116619002	4	1	17	165
1116619005	6	1	30	360
1116619008	2	0	10	105
1116619011	5	1	20	225
1116619014	3	1	19	165
1116619017	5	1	32	295
1116619020	4	1	25	255
1116619023	4	1	30	195
1116619026	5	0	20	135
1116619029	4	1	24	255
1116619032	4	1	22	225
1116619035	5	1	32	295
1116619038	4	1	20	225
1116619041	4	1	22	165
1116619047	6	1	25	295
1116619050	4	1	28	295
1116619053	3	2	30	135
1116619056	4	1	26	500
1116619059	4	1	32	195
1116619062	4	0	23	135
1116619065	6	1	57	165
1116619071	3	1	27	195
1116619077	4	0	10	105
1116619080	3	1	18	195
1116619083	3	1	24	105
1116619092	5	1	15	360
1116619095	3	2	55	360
1116619098	4	1	27	105
1116619104	4	1	17	195
1116620303	3	1	20	195
1116620309	5	1	28	360
1116620312	5	0	27	295
1116620315	4	2	25	195
1116620318	4	1	30	165
1116620321	6	1	28	195
1116620402	3	1	90	105
1116620405	5	1	45	195
1116620411	3	1	15	165
1116620414	4	0	12	105
1116620417	4	2	35	500
1116620423	4	1	28	195
1116621003	4	1	20	135
1116621006	4	1	32	135
1116621009	5	2	19	195
1116621012	4	1	24	360
1116621803	4	0	20	105
1116621806	4	1	10	195
1116621809	4	0	18	195
1116621812	4	0	12	195
1116621901	5	1	11	105
1116621904	2	1	15	255
1116621907	4	0	25	195
1116622001	4	1	30	225
1116622004	5	0	44	135
1116622007	2	1	22	135
1116622010	5	1	24	255
1116622019	3	0	28	360
1116622022	1	1	20	25
1116622202	5	0	24	105
1116622205	4	2	22	135
1116622208	3	1	32	295
1116622211	4	1	30	295
1116622214	5	1	25	165
1116622217	4	1	32	360
1116622220	4	1	12	105
1116622223	5	1	30	500
1116622226	4	1	18	195
1116622302	4	1	12	135
1116622308	4	0	14	135
1116622311	5	1	32	255
1116622314	4	0	23	225
1116629000	4	1	37	25
1116629003	4	1	25	135
1116629006	4	2	12	105
1116629009	4	0	24	225
1116629016	5	1	18	295
1116629019	3	1	34	500
1116630103	4	1	32	195
1116630106	2	0	20	135
1116630109	4	1	24	295
1116630112	4	0	27	105
1116630118	4	0	19	105
1116630121	4	0	16	105
1116630124	5	1	32	105
1116630202	1	0	28	295
1116630205	4	1	15	225
1116630211	4	1	20	165
1116630214	3	1	20	135
1116630217	3	1	25	195
1116630220	5	1	32	225
1116630223	4	1	20	225
1116630302	2	1	25	105
1116630305	2	0	33	105
1116630308	2	1	34	225
1116630311	4	2	40	295
1116630314	4	0	15	165
1116630317	6	0	20	105
1116630702	2	0	27	165
1116630705	4	0	32	360
1116630708	4	1	15	255
1116630711	5	1	40	255
1116630715	4	1	51	295
1116630718	4	0	35	135
1116631405	4	2	33	135
1116631408	6	1	29	165
1116631411	3	1	35	165
1116631414	4	1	39	195
1116631417	1	1	11	105
1116631420	3	1	13	165
1116631423	4	1	30	165
1116631426	4	2	18	135
1116631429	2	1	15	105
1116631503	3	1	25	135
1116631512	4	1	33	225
1116631515	2	2	15	105
1116631521	3	1	35	105
1116631524	4	1	15	295
1116631527	7	1	30	165
1116631604	3	1	22	225
1116631607	3	1	17	135
1116631610	3	1	18	195
1116631803	4	1	17	105
1116631806	4	1	20	360
1116631809	4	1	12	195
1116631812	4	0	37	105
1116631818	6	2	30	195
1116631821	3	2	22	360
1116631824	5	2	15	500
1116639003	3	1	20	105
1116639006	5	1	44	195
1116639009	2	1	25	105
1116639015	3	1	18	295
1116640103	4	1	24	195
1116640110	5	1	24	295
1116640113	5	1	20	195
1116640116	2	1	16	105
1116640119	3	1	23	165
1116640122	3	1	32	165
1116640803	4	1	32	295
1116640806	3	1	32	225
1116640809	4	2	32	500
1116640812	5	1	31	360
1116640815	4	1	32	165
1116640819	4	1	32	195
1116641301	3	1	25	105
1116641304	3	1	28	165
1116641307	3	1	32	225
1116641310	1	1	48	255
1116641313	3	1	32	195
1116641316	4	2	32	295
1116641501	4	1	38	295
1116641504	5	2	37	360
1116641507	4	1	38	360
1116641510	2	1	37	295
1116641513	3	1	37	360
1116641519	5	2	38	295
1116641522	4	1	37	255
1116641603	4	1	24	165
1116641606	5	1	27	360
1116641609	5	1	12	295
1116641612	4	1	38	295
1116641903	4	1	32	195
1116641906	4	1	24	165
1116641912	4	0	25	105
1116641915	4	1	42	195
1116641918	2	0	24	25
1116641921	4	2	32	295
1116641924	5	1	32	500
1116641927	4	1	32	225
1116649003	4	1	18	195
1116649006	2	0	40	195
1116650103	4	1	31	255
1116650106	3	1	33	500
1116650109	4	2	31	500
1116650112	2	2	31	360
1116650116	4	1	28	295
1116650119	4	1	32	360
1116650122	3	1	28	500
1116650502	5	1	11	165
1116650505	2	0	11	165
1116650508	4	1	18	105
1116650511	4	2	11	500
1116650514	4	1	14	360
1116650517	3	2	11	165
1116650520	5	1	11	360
1116650523	3	1	11	225
1116650526	4	1	15	225
1116650603	4	1	11	225
1116650606	4	0	11	105
1116650609	4	0	11	165
1116650612	4	1	11	105
1116650615	4	1	14	195
1116650618	1	0	11	25
1116650621	2	1	18	105
1116650802	4	1	11	105
1116650806	3	1	11	165
1116650809	4	1	11	225
1116650815	3	0	11	105
1116650903	2	0	11	105
1116650910	3	0	11	105
1116650913	1	0	15	25
1116650916	4	1	11	105
1116650920	2	0	9	105
1116651902	4	0	15	105
1116651906	4	0	22	225
1116651909	4	1	15	195
1116651912	4	1	22	295
1116651915	3	1	18	165
1116651918	4	1	22	105
1116651921	4	1	12	295
1116659002	4	1	11	135
1116659005	3	0	11	135
1116659008	4	1	31	295
1116659014	3	1	18	135
1116659017	1	0	11	25
1116659020	3	1	11	25
1116660103	4	1	17	105
1116660107	4	0	15	105
1116660115	5	1	21	255
1116660701	3	0	21	135
1116660705	5	1	21	195
1116660708	5	0	18	105
1116660711	4	1	21	255
1116660714	4	0	17	135
1116660717	3	0	17	105
1116660721	4	0	17	105
1116661001	2	1	17	295
1116661004	4	1	22	195
1116661007	3	1	22	195
1116661010	3	1	22	195
1116661013	2	1	18	295
1116661301	2	0	13	25
1116661702	3	1	22	195
1116661705	5	1	22	295
1116661708	4	1	22	195
1116661801	4	2	26	255
1116661804	3	0	14	105
1116661807	5	2	26	225
1116661810	4	0	26	195
1116661813	4	1	22	255
1116661816	3	1	22	135
1116661819	4	1	22	165
1116661822	3	1	26	225
1116661825	3	1	22	165
1116661828	4	1	21	105
1116661831	5	1	17	135
1116661902	4	2	22	195
1116661905	5	1	26	360
1116661908	4	0	18	195
1116661911	6	1	22	195
1116661914	3	0	12	135
1116661917	3	1	17	135
1116661920	3	0	18	105
1116662101	3	1	18	135
1116662104	4	1	22	135
1116662107	4	1	22	360
1116662110	4	1	22	225
1116662113	4	1	22	225
1116662116	4	0	22	135
1116662119	3	1	22	255
1116662122	5	0	18	135
1116662125	4	1	24	225
1116662128	2	0	18	195
1116669001	3	0	12	25
1116669004	4	0	14	25
1116669006	4	0	22	135
1116669007	3	1	22	195
1116669009	5	1	22	295
1116670103	4	1	31	165
1116670106	4	1	25	165
1116670109	4	1	31	165
1116670112	4	1	31	360
1116670115	4	1	23	105
1116670118	4	1	29	105
1116670402	3	1	30	165
1116670411	4	1	26	135
1116670414	4	1	19	135
1116670417	3	1	19	165
1116670420	4	1	13	195
1116670802	4	1	13	225
1116670805	1	1	10	105
1116670808	4	0	10	105
1116670811	4	1	26	195
1116670814	4	0	15	195
1116670817	5	1	25	195
1116670820	2	1	24	105
1116671102	3	1	24	255
1116671108	5	1	25	25
1116671111	4	1	25	360
1116671114	5	0	12	135
1116671117	4	1	15	360
1116671120	4	2	11	255
1116671123	4	1	23	25
1116671402	1	1	5	105
1116671405	3	2	22	135
1116671408	1	2	6	105
1116671411	3	1	13	165
1116671414	1	0	5	25
1116671417	3	1	15	135
1116679003	4	2	30	195
1116679006	3	1	24	255
1116680106	4	0	15	135
1116680110	4	1	20	255
1116680114	4	1	24	295
1116680117	4	1	32	225
1116680120	4	1	28	295
1116680123	3	0	16	195
1116680126	4	1	17	225
1116680403	4	1	13	165
1116680406	3	1	28	295
1116680409	4	1	22	255
1116680412	3	1	14	105
1116680416	2	1	32	295
1116680428	4	2	30	255
1116680703	4	1	13	255
1116680706	4	1	13	195
1116680709	4	1	13	195
1116680712	3	0	13	165
1116680721	2	1	13	225
1116680727	2	0	13	135
1116681106	4	1	25	105
1116681109	4	2	13	135
1116681112	4	0	21	195
1116681115	4	1	47	500
1116681118	5	3	40	255
1116681121	5	1	13	360
1116681403	2	1	37	255
1116681406	3	1	18	225
1116681409	4	1	25	500
1116681412	3	0	25	105
1116681415	3	1	37	195
1116681418	4	0	32	195
1116681421	4	1	21	195
1116681424	4	1	35	225
1116681427	5	2	20	135
1116689004	4	1	50	295
1116689007	3	1	13	165
1116689010	4	0	13	225
1116690506	4	0	40	165
1116690509	2	0	30	195
1116690512	5	1	39	135
1116690515	2	1	23	195
1116690518	2	0	15	25
1116690521	5	2	14	165
1116690704	3	1	22	165
1116690707	4	1	21	225
1116690710	4	1	15	165
1116690716	3	1	18	195
1116690719	4	1	23	105
1116690905	1	1	16	105
1116690908	4	2	30	360
1116690914	5	0	13	195
1116690917	4	2	60	500
1116690920	4	0	13	135
1116691202	4	0	15	295
1116691205	1	0	18	25
1116691208	4	0	10	135
1116691211	4	1	15	105
1116691214	4	1	14	135
1116691217	4	0	21	255
1116691409	4	0	30	195
1116691412	6	0	30	135
1116691415	4	1	17	195
1116691418	2	1	40	105
1116691601	4	1	15	165
1116691604	4	0	12	105
1116691607	4	1	50	165
1116691610	4	1	20	135
1116691613	3	1	29	295
1116691616	4	1	35	165
1116691619	4	2	25	165
1116691622	5	2	15	295
1116691625	3	0	7	105
1116692103	4	2	25	500
1116692106	1	0	20	105
1116692115	4	1	25	165
1116692119	7	1	25	255
1116692203	2	2	75	295
1116692209	3	0	23	105
1116699003	3	1	40	225
1116699006	3	1	30	105
1116699009	2	0	50	105
1116700803	5	0	32	105
1116700806	4	1	18	135
1116700809	4	1	33	255
1116700816	4	1	33	105
1116700819	5	2	35	500
1116700822	5	2	34	25
1116700825	2	1	16	105
1116701102	4	1	21	105
1116701105	4	1	13	135
1116701108	4	1	15	105
1116701111	4	3	20	360
1116701114	4	2	60	500
1116701118	4	1	33	105
1116701406	5	1	17	25
1116702101	5	1	27	295
1116702104	4	1	20	295
1116702107	2	0	30	25
1116702110	4	1	25	195
1116702113	4	1	28	105
1116702402	5	2	20	360
1116702406	4	1	17	225
1116702803	3	0	20	105
1116702901	4	1	29	135
1116702904	4	1	29	135
1116702911	4	1	25	225
1116702914	3	2	35	360
1116702917	3	1	35	255
1116702923	4	0	35	165
1116702926	4	1	23	195
1116702929	4	1	29	195
1116702932	3	1	35	500
1116702935	4	2	35	500
1116702938	4	1	30	255
1116702941	4	1	35	195
1116702944	4	1	25	500
1116702947	3	1	35	165
1116702950	3	1	35	225
1116702953	4	1	36	255
1116702956	5	2	35	255
1116702959	5	1	20	195
1116702962	3	1	35	500
1116702965	4	1	35	295
1116702968	4	1	35	195
1116702971	3	2	35	195
1116710103	3	1	25	105
1116710106	2	1	25	165
1116710601	2	0	12	225
1116710604	4	1	20	295
1116710607	4	1	30	360
1116710610	4	1	19	135
1116710613	5	1	25	165
1116710616	5	1	25	195
1116710619	4	2	20	135
1116710622	4	1	19	255
1116710625	4	1	28	255
1116710628	5	1	18	255
1116710801	3	1	24	135
1116710804	4	2	30	295
1116710807	4	1	23	195
1116710810	3	1	58	165
1116710813	4	0	40	105
1116710816	3	1	19	135
1116710819	4	1	45	195
1116710822	4	0	17	25
1116710825	4	1	25	165
1116711103	4	2	24	165
1116711106	4	1	23	165
1116711109	4	1	22	195
1116711112	2	0	22	195
1116711115	4	1	22	360
1116711118	4	1	22	135
1116711508	5	1	17	105
1116711511	3	1	80	255
1116711514	4	1	12	135
1116711517	4	1	18	195
1116711523	4	1	27	25
1116711526	4	1	20	135
1116712201	5	1	16	165
1116712204	4	1	20	225
1116712207	4	2	23	500
1116712210	1	1	15	105
1116712216	3	2	28	295
1116712219	3	1	10	105
1116712503	1	1	25	135
1116712903	4	1	17	25
1116712906	5	0	18	195
1116712909	6	1	18	105
1116712912	6	1	18	105
1116712915	3	1	18	135
1116712921	7	0	18	105
1116712924	4	1	18	25
1116712930	4	1	18	105
1116713003	2	0	11	25
1116713006	3	0	11	105
1116713009	2	1	11	105
1116713012	4	1	11	105
1116713015	3	0	11	135
1116719003	3	1	25	25
1116719006	3	1	59	165
1116719009	3	1	21	165
1116719012	1	1	25	165
1116720203	3	0	11	165
1116720209	3	1	11	135
1116720212	3	1	11	105
1116720402	4	1	14	25
1116720405	3	0	11	25
1116720408	3	0	18	105
1116720411	2	1	14	195
1116720512	3	1	22	135
1116720516	5	1	22	195
1116720802	4	1	17	225
1116720805	4	1	17	225
1116720811	4	1	18	105
1116720814	4	1	17	105
1116720817	3	1	22	195
1116720820	4	0	17	135
1116721102	3	0	36	295
1116721105	4	2	13	225
1116721108	4	1	22	295
1116721111	3	2	32	165
1116721114	3	1	22	135
1116721301	2	1	14	135
1116721304	1	0	20	105
1116721308	3	0	23	105
1116721502	2	1	32	195
1116721505	3	1	23	135
1116721508	3	1	37	295
1116721511	4	1	37	255
1116721514	4	2	32	500
1116721520	3	2	37	225
1116721901	3	1	38	500
1116721904	3	2	49	500
1116721907	2	0	38	500
1116721910	3	0	18	360
1116721913	4	1	38	360
1116721916	4	2	49	500
1116721919	5	2	38	500
1116721922	3	1	38	500
1116721925	4	0	24	105
1116722103	4	1	29	255
1116722106	4	1	29	255
1116722109	4	1	29	255
1116722112	5	2	38	295
1116722115	4	0	24	195
1116722804	4	1	22	195
1116722807	4	1	22	255
1116722810	3	0	22	165
1116729000	3	0	32	105
1116729003	4	1	23	105
1116729006	3	1	17	105
1116729009	3	1	23	105
1116729012	4	1	30	105
1116729015	4	1	32	225
1116729018	4	1	25	105
1116729021	1	0	18	135
1116729024	3	1	23	105
1116729027	2	1	24	105
1116729030	4	1	32	105
1116729033	4	0	24	105
1116729036	4	0	32	135
1117510003	3	1	27	255
1117519002	4	1	33	105
1117519003	4	1	34	360
1117519005	3	1	24	105
1117519006	4	1	32	195
1117519008	4	1	32	360
1117519009	3	1	32	135
1117519011	5	1	30	360
1117519012	4	1	26	225
1117519014	5	1	49	255
1117519017	3	1	24	255
1117519020	4	0	32	255
1117519023	4	1	25	225
1117519026	4	1	35	195
1117519029	3	1	21	195
1117519032	5	1	60	500
1117519035	5	1	26	195
1117519039	4	1	32	225
1117519043	3	0	32	135
1117519046	4	1	32	255
1117519049	7	0	60	225
1117519052	4	1	32	360
1117519056	3	1	25	195
1117519059	4	1	60	255
1117519062	7	0	33	255
1117519065	4	2	27	295
1117519068	5	1	34	500
1117519071	3	1	29	255
1117519074	4	1	34	225
1117519077	4	1	24	360
1117519080	2	2	31	165
1117519083	5	0	31	165
1117519086	4	0	32	135
1117519089	4	2	34	500
1117519095	4	2	34	500
1117519098	5	1	38	360
1117519101	4	1	38	500
1117519105	4	1	24	360
1117519108	3	1	18	135
1117519111	5	0	33	255
1117519114	3	0	15	135
1117519117	4	0	24	255
1117520203	4	2	28	360
1117520206	4	1	31	225
1117520209	6	2	34	500
1117520212	4	1	34	165
1117520215	4	1	34	195
1117520218	4	1	22	255
1117520221	4	1	22	360
1117520902	3	1	13	165
1117520905	5	1	18	165
1117520908	4	1	18	25
1117520911	4	1	18	360
1117520917	3	0	14	195
1117520921	3	1	14	165
1117520924	4	0	17	105
1117521902	4	1	28	500
1117521905	4	1	31	500
1117521908	4	1	28	360
1117521914	4	1	31	255
1117522902	4	1	28	360
1117522905	4	1	28	255
1117522908	4	2	32	295
1117522911	2	1	32	165
1117523003	3	1	27	255
1117523006	4	1	25	295
1117523009	4	2	31	225
1117523012	4	1	29	195
1117523015	6	2	33	360
1117523018	4	1	32	500
1117523101	4	1	29	255
1117523104	4	1	29	295
1117523107	3	1	29	295
1117523110	5	1	29	295
1117523113	4	1	33	360
